dataset,problem_type,no_feat,no_rows,max_rules,rulefit_auc,rulefit_reg,greedy_auc,greedy_reg,greedy_time,opt_auc,opt_reg,opt_max_rules,opt_time,random_seed,model_dir
make_friedman1,r,7,2000,10,0.18120035058814143,"(0.6, 1.2, 40)",0.440750624225693,0.001,14.566712379455566,0.49581866595242763,10,,276.8100423812866,3620225465,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/3620225465
make_friedman1,r,7,2000,10,0.14578276739699986,"(0.6, 1.2, 40)",0.45444690968902335,0.001,14.65010929107666,0.4994795781286516,10,,281.7159547805786,2965138534,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/2965138534
make_friedman1,r,7,2000,10,0.1911539562126991,"(0.6, 1.2, 40)",0.44362713943499404,0.001,14.55930781364441,0.49148983457098083,10,,476.3547179698944,425332,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/425332
make_friedman3,r,4,5000,10,0.16666308885509645,"(10.5, 16, 40)",0.4588917469211459,0.001,31.305793285369873,0.4701627132857692,0.001,,316.9914593696594,3145183037,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/3145183037
make_friedman3,r,4,5000,10,0.1633579476341335,"(10.5, 16, 40)",0.5542232332668628,0.001,31.385301113128662,0.5536238508763134,0.001,,350.76123332977295,1648530251,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/1648530251
make_friedman3,r,4,5000,10,0.11957159234770218,"(10.5, 16, 40)",0.4494947047695791,0.001,37.74272871017456,0.46517873960003897,0.001,,301.1985034942627,1398056737,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/1398056737
make_friedman1,r,7,2000,10,0.19162919692412414,"(0.6, 1.2, 40)",0.456181364405834,0.001,15.077775716781616,0.46585255495630207,10,,350.81218338012695,2491421719,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/2491421719
make_friedman1,r,7,2000,10,0.15859267644458222,"(0.6, 1.2, 40)",0.49759740347825165,0.001,15.411320924758911,0.5016807209605421,10,,292.93683385849,3262959167,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/3262959167
make_friedman1,r,7,2000,10,0.19282194838956465,"(0.6, 1.2, 40)",0.4945379825827498,0.001,15.378600120544434,0.5157835421598305,10,,465.2284369468689,2584803638,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/2584803638
make_friedman1,r,7,2000,10,0.2047408692954929,"(0.6, 1.2, 40)",0.47900628754156316,0.001,15.337995529174805,0.4790034866418583,10,,582.6439998149872,2095759689,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/2095759689
make_friedman2,r,4,10000,10,0.22487740392932642,"(0.006, 0.015, 40)",0.7054196445284797,0.001,47.17848539352417,0.7229499931857596,0.001,,61.638516426086426,2188227494,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/2188227494
make_friedman2,r,4,10000,10,0.260128502744266,"(0.006, 0.015, 40)",0.7043798903228791,0.001,47.11795163154602,0.7208105951080468,0.001,,60.11117362976074,897310025,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/897310025
make_friedman2,r,4,10000,10,0.24961459337032946,"(0.006, 0.015, 40)",0.7120852773445465,0.001,47.21291422843933,0.7287619254746238,0.001,,60.384443283081055,2383320229,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/2383320229
make_friedman3,r,4,5000,10,0.16953511574749944,"(10.5, 16, 40)",0.5011954861906089,0.001,31.481154680252075,0.5223922184457863,0.001,,228.80312371253967,3094822609,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/3094822609
make_friedman3,r,4,5000,10,0.10393814547124418,"(10.5, 16, 40)",0.5384747424283443,0.001,31.49769639968872,0.544606690352083,0.001,,258.7424075603485,1627600594,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/1627600594
make_friedman3,r,4,5000,10,0.13757228364753984,"(10.5, 16, 40)",0.5337769277883512,0.001,31.502075910568237,0.5202295410226805,0.001,,256.7410132884979,4079484580,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/4079484580
used_cars,r,4,1770,10,0.22850814508475423,"(0.00025, 0.0008, 40)",0.6242097348222047,0.001,10.849528312683105,0.6494057175079633,10,,19.41831684112549,530657047,/home/simon/PycharmProjects/interpretable_Rule_Ensambles/experiments/results/530657047
